Student_ID,Name,Subject,Past_Score,Preferred_Learning_Method,Preferred_Test_Type,Effective_Learning_Method
S2401,Student_2401,2,41,3,1,3
S2402,Student_2402,3,72,3,0,1
S2403,Student_2403,1,72,3,2,2
S2404,Student_2404,3,80,2,1,0
S2405,Student_2405,0,52,1,2,3
S2406,Student_2406,1,69,3,1,1
S2407,Student_2407,0,72,3,0,0
S2408,Student_2408,1,52,0,2,2
S2409,Student_2409,1,91,0,1,3
S2410,Student_2410,1,65,1,2,3
S2411,Student_2411,3,61,0,1,3
S2412,Student_2412,2,78,3,1,0
S2413,Student_2413,0,41,3,0,2
S2414,Student_2414,2,77,0,0,1
S2415,Student_2415,2,78,0,1,1
S2416,Student_2416,2,65,3,2,2
S2417,Student_2417,2,85,3,2,3
S2418,Student_2418,2,97,3,2,0
S2419,Student_2419,0,89,1,1,1
S2420,Student_2420,1,54,1,2,1
S2421,Student_2421,0,73,1,0,0
S2422,Student_2422,3,81,3,2,1
S2423,Student_2423,0,94,3,0,1
S2424,Student_2424,2,83,1,1,3
S2425,Student_2425,0,88,0,2,2
S2426,Student_2426,3,79,0,1,2
S2427,Student_2427,3,50,1,1,3
S2428,Student_2428,2,42,3,1,2
S2429,Student_2429,3,98,3,1,2
S2430,Student_2430,2,45,3,0,0
S2431,Student_2431,1,48,1,2,1
S2432,Student_2432,2,45,0,1,3
S2433,Student_2433,0,48,2,1,2
S2434,Student_2434,1,78,0,0,2
S2435,Student_2435,0,70,0,1,3
S2436,Student_2436,1,71,3,1,0
S2437,Student_2437,1,80,1,1,2
S2438,Student_2438,3,89,3,0,0
S2439,Student_2439,2,51,2,2,1
S2440,Student_2440,0,47,1,2,1
S2441,Student_2441,2,47,3,2,1
S2442,Student_2442,3,89,0,1,0
S2443,Student_2443,1,67,2,2,0
S2444,Student_2444,3,59,2,0,1
S2445,Student_2445,3,86,1,2,0
S2446,Student_2446,0,98,0,2,0
S2447,Student_2447,2,46,2,0,2
S2448,Student_2448,3,50,2,0,2
S2449,Student_2449,2,59,0,0,1
S2450,Student_2450,2,55,0,1,0
S2451,Student_2451,3,43,0,1,0
S2452,Student_2452,1,45,0,1,3
S2453,Student_2453,1,97,3,0,2
S2454,Student_2454,1,61,3,2,0
S2455,Student_2455,2,65,2,1,1
S2456,Student_2456,2,42,2,0,2
S2457,Student_2457,2,80,0,2,0
S2458,Student_2458,0,99,2,2,2
S2459,Student_2459,3,81,0,2,1
S2460,Student_2460,0,53,3,2,1
S2461,Student_2461,1,50,2,0,0
S2462,Student_2462,2,57,3,1,0
S2463,Student_2463,3,93,0,1,0
S2464,Student_2464,1,51,3,2,2
S2465,Student_2465,3,62,0,2,0
S2466,Student_2466,1,51,1,1,1
S2467,Student_2467,0,52,2,1,3
S2468,Student_2468,1,64,0,0,1
S2469,Student_2469,0,84,1,1,3
S2470,Student_2470,1,90,0,0,1
S2471,Student_2471,0,97,0,1,1
S2472,Student_2472,1,58,1,2,2
S2473,Student_2473,2,94,1,1,3
S2474,Student_2474,3,85,0,0,1
S2475,Student_2475,0,75,1,1,0
S2476,Student_2476,3,84,2,1,0
S2477,Student_2477,2,47,3,2,2
S2478,Student_2478,0,68,0,2,0
S2479,Student_2479,2,94,1,1,3
S2480,Student_2480,0,92,0,0,0
S2481,Student_2481,0,94,2,1,3
S2482,Student_2482,0,71,0,2,3
S2483,Student_2483,1,90,3,1,2
S2484,Student_2484,3,83,1,1,2
S2485,Student_2485,2,57,3,1,1
S2486,Student_2486,0,45,2,0,1
S2487,Student_2487,2,57,0,2,0
S2488,Student_2488,3,58,1,1,2
S2489,Student_2489,3,61,1,1,2
S2490,Student_2490,0,76,2,0,3
S2491,Student_2491,1,71,0,0,0
S2492,Student_2492,3,95,2,1,0
S2493,Student_2493,1,80,3,1,0
S2494,Student_2494,1,98,0,1,3
S2495,Student_2495,2,42,3,1,0
S2496,Student_2496,3,67,0,1,0
S2497,Student_2497,0,49,1,1,1
S2498,Student_2498,3,90,0,1,3
S2499,Student_2499,2,74,3,2,0
S2500,Student_2500,1,68,1,2,3
S2501,Student_2501,2,93,3,0,1
S2502,Student_2502,1,54,0,2,0
S2503,Student_2503,0,72,0,0,3
S2504,Student_2504,2,46,1,1,1
S2505,Student_2505,2,51,1,0,1
S2506,Student_2506,0,88,2,0,2
S2507,Student_2507,1,69,0,0,3
S2508,Student_2508,0,60,3,0,3
S2509,Student_2509,0,70,2,0,0
S2510,Student_2510,3,97,3,1,1
S2511,Student_2511,3,63,2,2,2
S2512,Student_2512,2,59,1,0,1
S2513,Student_2513,3,76,3,0,0
S2514,Student_2514,3,43,0,0,0
S2515,Student_2515,2,67,1,1,2
S2516,Student_2516,1,83,0,1,2
S2517,Student_2517,1,59,2,2,3
S2518,Student_2518,3,99,3,0,1
S2519,Student_2519,0,63,3,2,2
S2520,Student_2520,3,89,2,2,3
S2521,Student_2521,0,88,3,1,0
S2522,Student_2522,0,90,2,2,2
S2523,Student_2523,1,71,1,2,0
S2524,Student_2524,0,80,0,0,3
S2525,Student_2525,3,75,3,1,3
S2526,Student_2526,2,97,2,2,0
S2527,Student_2527,3,92,0,0,2
S2528,Student_2528,3,73,3,0,3
S2529,Student_2529,0,75,1,0,0
S2530,Student_2530,2,41,3,0,2
S2531,Student_2531,2,54,0,1,0
S2532,Student_2532,3,73,1,0,1
S2533,Student_2533,0,75,2,1,0
S2534,Student_2534,2,45,3,2,0
S2535,Student_2535,1,78,3,0,1
S2536,Student_2536,2,81,3,0,3
S2537,Student_2537,0,90,3,2,1
S2538,Student_2538,3,90,1,0,0
S2539,Student_2539,0,97,2,2,1
S2540,Student_2540,1,93,3,2,2
S2541,Student_2541,3,51,1,1,3
S2542,Student_2542,2,42,0,2,3
S2543,Student_2543,2,84,1,0,1
S2544,Student_2544,0,57,1,1,0
S2545,Student_2545,2,79,2,0,0
S2546,Student_2546,1,60,3,2,3
S2547,Student_2547,2,54,1,2,1
S2548,Student_2548,2,72,3,2,3
S2549,Student_2549,1,74,0,0,0
S2550,Student_2550,0,65,2,1,3
S2551,Student_2551,2,47,1,2,2
S2552,Student_2552,1,75,1,2,2
S2553,Student_2553,2,87,0,2,3
S2554,Student_2554,3,69,1,1,0
S2555,Student_2555,0,62,0,0,1
S2556,Student_2556,1,81,3,0,0
S2557,Student_2557,3,83,3,2,2
S2558,Student_2558,3,53,1,1,1
S2559,Student_2559,0,53,2,0,0
S2560,Student_2560,3,41,3,2,2
S2561,Student_2561,1,94,3,1,1
S2562,Student_2562,0,76,3,2,1
S2563,Student_2563,1,44,0,2,2
S2564,Student_2564,1,77,1,2,2
S2565,Student_2565,2,84,1,2,1
S2566,Student_2566,3,80,2,0,0
S2567,Student_2567,3,93,0,1,0
S2568,Student_2568,0,99,3,1,1
S2569,Student_2569,1,86,0,0,1
S2570,Student_2570,1,53,1,1,3
S2571,Student_2571,3,95,3,2,2
S2572,Student_2572,0,78,0,0,3
S2573,Student_2573,3,64,1,0,1
S2574,Student_2574,2,59,1,0,1
S2575,Student_2575,3,41,1,1,1
S2576,Student_2576,1,78,3,0,2
S2577,Student_2577,3,45,2,2,1
S2578,Student_2578,0,56,3,0,0
S2579,Student_2579,2,98,3,2,0
S2580,Student_2580,2,64,2,1,0
S2581,Student_2581,3,96,1,1,0
S2582,Student_2582,1,67,2,2,0
S2583,Student_2583,3,41,3,0,2
S2584,Student_2584,2,74,2,2,3
S2585,Student_2585,0,76,3,2,0
S2586,Student_2586,3,44,3,2,2
S2587,Student_2587,3,40,0,0,3
S2588,Student_2588,3,79,3,2,0
S2589,Student_2589,2,51,3,1,1
S2590,Student_2590,1,95,0,2,2
S2591,Student_2591,3,75,0,0,3
S2592,Student_2592,0,84,1,1,0
S2593,Student_2593,2,62,2,0,0
S2594,Student_2594,2,86,2,2,2
S2595,Student_2595,3,70,1,2,0
S2596,Student_2596,1,50,3,2,3
S2597,Student_2597,3,49,2,0,3
S2598,Student_2598,1,42,1,2,2
S2599,Student_2599,2,93,1,2,3
S2600,Student_2600,2,53,0,0,2
S2601,Student_2601,0,55,3,0,3
S2602,Student_2602,2,49,0,1,3
S2603,Student_2603,1,68,1,2,1
S2604,Student_2604,3,49,1,2,1
S2605,Student_2605,1,51,3,2,3
S2606,Student_2606,3,69,1,2,1
S2607,Student_2607,0,80,3,0,0
S2608,Student_2608,0,40,1,2,3
S2609,Student_2609,0,44,1,1,1
S2610,Student_2610,3,59,0,0,0
S2611,Student_2611,1,47,3,1,3
S2612,Student_2612,3,82,3,1,0
S2613,Student_2613,1,51,1,1,1
S2614,Student_2614,2,40,2,2,2
S2615,Student_2615,3,96,1,0,2
S2616,Student_2616,1,93,1,2,3
S2617,Student_2617,0,59,2,1,2
S2618,Student_2618,2,67,2,2,0
S2619,Student_2619,0,96,0,0,0
S2620,Student_2620,2,82,0,2,3
S2621,Student_2621,2,76,1,0,3
S2622,Student_2622,3,86,1,2,1
S2623,Student_2623,3,76,0,0,0
S2624,Student_2624,1,51,2,0,3
S2625,Student_2625,2,76,2,1,0
S2626,Student_2626,2,88,1,0,3
S2627,Student_2627,3,88,2,2,3
S2628,Student_2628,0,95,0,2,2
S2629,Student_2629,3,83,3,2,2
S2630,Student_2630,0,95,1,1,0
S2631,Student_2631,3,67,0,1,2
S2632,Student_2632,2,86,2,0,3
S2633,Student_2633,0,54,3,0,3
S2634,Student_2634,2,45,2,2,3
S2635,Student_2635,2,83,1,2,3
S2636,Student_2636,0,98,1,1,1
S2637,Student_2637,3,59,0,2,2
S2638,Student_2638,0,89,2,0,1
S2639,Student_2639,3,53,0,2,0
S2640,Student_2640,3,41,3,0,1
S2641,Student_2641,0,48,0,1,1
S2642,Student_2642,0,76,3,1,2
S2643,Student_2643,0,59,2,2,0
S2644,Student_2644,2,65,1,0,1
S2645,Student_2645,1,68,3,2,3
S2646,Student_2646,2,40,2,1,2
S2647,Student_2647,3,94,0,0,3
S2648,Student_2648,1,74,1,1,2
S2649,Student_2649,1,45,2,0,2
S2650,Student_2650,3,76,0,2,2
S2651,Student_2651,1,92,0,1,2
S2652,Student_2652,1,98,3,2,0
S2653,Student_2653,1,44,2,1,2
S2654,Student_2654,0,72,3,0,3
S2655,Student_2655,3,88,1,0,3
S2656,Student_2656,1,90,0,0,1
S2657,Student_2657,1,53,0,2,0
S2658,Student_2658,0,51,1,2,0
S2659,Student_2659,0,81,2,0,2
S2660,Student_2660,1,59,0,1,2
S2661,Student_2661,1,92,1,0,3
S2662,Student_2662,0,89,0,1,0
S2663,Student_2663,1,63,0,0,1
S2664,Student_2664,2,98,3,2,3
S2665,Student_2665,1,82,1,1,0
S2666,Student_2666,2,73,2,0,0
S2667,Student_2667,1,64,3,1,3
S2668,Student_2668,1,89,1,0,0
S2669,Student_2669,0,68,0,2,3
S2670,Student_2670,3,96,0,0,0
S2671,Student_2671,3,78,2,0,3
S2672,Student_2672,2,70,1,1,1
S2673,Student_2673,2,95,3,2,2
S2674,Student_2674,0,86,3,2,0
S2675,Student_2675,2,82,2,0,3
S2676,Student_2676,1,89,1,1,0
S2677,Student_2677,2,62,3,2,2
S2678,Student_2678,1,83,0,0,0
S2679,Student_2679,1,77,1,0,0
S2680,Student_2680,0,59,3,0,3
S2681,Student_2681,3,62,1,2,1
S2682,Student_2682,1,84,3,0,1
S2683,Student_2683,3,91,0,0,3
S2684,Student_2684,3,55,0,1,1
S2685,Student_2685,1,89,2,0,1
S2686,Student_2686,2,81,2,1,1
S2687,Student_2687,3,99,1,0,0
S2688,Student_2688,2,94,2,1,1
S2689,Student_2689,3,47,1,2,1
S2690,Student_2690,2,89,0,2,3
S2691,Student_2691,3,60,0,0,3
S2692,Student_2692,0,40,0,1,2
S2693,Student_2693,0,94,1,1,1
S2694,Student_2694,2,47,3,1,0
S2695,Student_2695,1,68,1,2,0
S2696,Student_2696,1,71,0,2,0
S2697,Student_2697,0,77,2,2,3
S2698,Student_2698,0,44,1,2,0
S2699,Student_2699,3,86,2,1,3
S2700,Student_2700,3,61,2,0,2
S2701,Student_2701,2,86,2,1,3
S2702,Student_2702,1,73,3,0,3
S2703,Student_2703,0,40,0,0,2
S2704,Student_2704,3,94,0,1,1
S2705,Student_2705,1,94,3,1,3
S2706,Student_2706,2,65,2,0,3
S2707,Student_2707,1,82,2,2,3
S2708,Student_2708,0,49,3,2,3
S2709,Student_2709,2,69,0,2,1
S2710,Student_2710,0,89,3,2,1
S2711,Student_2711,1,57,3,2,0
S2712,Student_2712,1,56,0,2,2
S2713,Student_2713,3,65,2,2,0
S2714,Student_2714,1,47,3,1,3
S2715,Student_2715,3,86,0,2,3
S2716,Student_2716,1,79,1,0,1
S2717,Student_2717,2,88,2,0,0
S2718,Student_2718,1,51,0,2,2
S2719,Student_2719,3,66,2,0,3
S2720,Student_2720,3,47,3,1,2
S2721,Student_2721,2,64,1,0,1
S2722,Student_2722,2,85,0,1,1
S2723,Student_2723,1,43,2,0,0
S2724,Student_2724,0,72,1,2,0
S2725,Student_2725,0,40,2,0,1
S2726,Student_2726,1,58,3,0,3
S2727,Student_2727,3,70,3,1,2
S2728,Student_2728,1,55,1,0,0
S2729,Student_2729,1,53,1,1,2
S2730,Student_2730,1,92,2,0,0
S2731,Student_2731,2,87,1,0,0
S2732,Student_2732,1,44,3,0,2
S2733,Student_2733,1,80,2,0,1
S2734,Student_2734,3,65,2,0,2
S2735,Student_2735,3,67,3,0,1
S2736,Student_2736,2,41,1,1,3
S2737,Student_2737,2,89,3,1,3
S2738,Student_2738,2,45,3,0,0
S2739,Student_2739,0,48,2,1,2
S2740,Student_2740,3,72,2,1,2
S2741,Student_2741,2,80,1,0,3
S2742,Student_2742,1,64,1,1,3
S2743,Student_2743,3,87,3,0,3
S2744,Student_2744,1,52,0,1,2
S2745,Student_2745,3,48,1,1,0
S2746,Student_2746,3,92,2,1,3
S2747,Student_2747,3,52,2,2,3
S2748,Student_2748,1,70,2,2,3
S2749,Student_2749,0,80,2,2,3
S2750,Student_2750,1,50,2,2,3
S2751,Student_2751,1,43,1,2,0
S2752,Student_2752,3,73,0,0,1
S2753,Student_2753,0,77,3,1,0
S2754,Student_2754,3,85,0,1,1
S2755,Student_2755,2,43,0,0,3
S2756,Student_2756,1,77,3,1,1
S2757,Student_2757,1,58,2,0,1
S2758,Student_2758,0,45,0,1,1
S2759,Student_2759,1,73,2,0,2
S2760,Student_2760,1,57,0,1,1
S2761,Student_2761,3,52,3,0,0
S2762,Student_2762,2,80,2,2,3
S2763,Student_2763,3,62,0,1,2
S2764,Student_2764,0,58,0,2,3
S2765,Student_2765,1,84,2,0,2
S2766,Student_2766,2,50,1,2,0
S2767,Student_2767,2,40,2,1,1
S2768,Student_2768,0,63,2,1,2
S2769,Student_2769,2,93,2,0,2
S2770,Student_2770,2,46,1,2,2
S2771,Student_2771,2,64,3,2,0
S2772,Student_2772,2,60,1,0,2
S2773,Student_2773,3,54,1,0,0
S2774,Student_2774,1,40,3,0,2
S2775,Student_2775,1,51,0,0,2
S2776,Student_2776,3,97,3,1,1
S2777,Student_2777,3,46,2,1,0
S2778,Student_2778,2,54,0,2,1
S2779,Student_2779,0,60,1,1,3
S2780,Student_2780,1,58,3,0,0
S2781,Student_2781,3,99,1,2,0
S2782,Student_2782,3,68,3,0,1
S2783,Student_2783,1,64,1,2,3
S2784,Student_2784,2,72,0,1,3
S2785,Student_2785,0,88,1,0,1
S2786,Student_2786,1,71,3,0,0
S2787,Student_2787,1,88,0,1,3
S2788,Student_2788,1,74,0,1,0
S2789,Student_2789,0,83,2,2,2
S2790,Student_2790,1,77,3,1,1
S2791,Student_2791,3,65,1,0,1
S2792,Student_2792,3,50,3,2,1
S2793,Student_2793,0,74,2,0,1
S2794,Student_2794,3,47,1,2,0
S2795,Student_2795,0,85,0,0,2
S2796,Student_2796,0,53,0,0,1
S2797,Student_2797,2,49,0,0,2
S2798,Student_2798,2,41,3,0,1
S2799,Student_2799,1,85,2,2,2
S2800,Student_2800,2,48,0,0,0
S2801,Student_2801,1,42,2,1,2
S2802,Student_2802,0,60,0,0,0
S2803,Student_2803,0,65,0,0,0
S2804,Student_2804,0,47,3,1,2
S2805,Student_2805,0,87,3,1,3
S2806,Student_2806,0,41,0,0,0
S2807,Student_2807,2,45,0,1,2
S2808,Student_2808,2,67,0,1,3
S2809,Student_2809,2,92,1,2,3
S2810,Student_2810,1,68,3,0,0
S2811,Student_2811,2,65,1,0,3
S2812,Student_2812,3,64,0,1,2
S2813,Student_2813,1,51,2,0,3
S2814,Student_2814,2,44,3,0,2
S2815,Student_2815,0,73,2,2,2
S2816,Student_2816,0,87,2,2,2
S2817,Student_2817,0,76,0,0,2
S2818,Student_2818,1,54,1,2,3
S2819,Student_2819,0,83,0,2,3
S2820,Student_2820,0,75,1,1,2
S2821,Student_2821,0,54,2,0,0
S2822,Student_2822,1,82,3,1,2
S2823,Student_2823,2,87,3,1,2
S2824,Student_2824,1,62,1,2,1
S2825,Student_2825,2,45,0,2,3
S2826,Student_2826,0,85,0,1,1
S2827,Student_2827,3,89,3,0,2
S2828,Student_2828,1,83,0,1,1
S2829,Student_2829,0,98,3,0,1
S2830,Student_2830,3,82,3,1,3
S2831,Student_2831,1,84,1,1,3
S2832,Student_2832,1,60,3,0,2
S2833,Student_2833,0,62,0,2,0
S2834,Student_2834,2,82,0,0,1
S2835,Student_2835,1,94,1,2,0
S2836,Student_2836,1,55,2,0,3
S2837,Student_2837,0,86,1,2,3
S2838,Student_2838,2,92,3,1,0
S2839,Student_2839,1,99,2,2,1
S2840,Student_2840,0,54,1,1,3
S2841,Student_2841,1,64,0,2,3
S2842,Student_2842,3,75,0,2,0
S2843,Student_2843,0,50,1,0,0
S2844,Student_2844,3,90,2,0,0
S2845,Student_2845,0,54,3,2,0
S2846,Student_2846,3,43,0,1,0
S2847,Student_2847,3,60,1,0,2
S2848,Student_2848,2,52,1,1,0
S2849,Student_2849,1,61,2,0,1
S2850,Student_2850,3,58,3,1,0
S2851,Student_2851,1,73,1,1,0
S2852,Student_2852,3,53,2,1,3
S2853,Student_2853,2,43,0,0,3
S2854,Student_2854,1,87,2,1,0
S2855,Student_2855,1,92,1,1,2
S2856,Student_2856,0,91,2,0,0
S2857,Student_2857,1,85,2,0,2
S2858,Student_2858,0,66,3,1,0
S2859,Student_2859,1,68,1,2,2
S2860,Student_2860,2,86,2,2,2
S2861,Student_2861,3,67,2,0,2
S2862,Student_2862,0,74,3,1,3
S2863,Student_2863,0,47,1,1,0
S2864,Student_2864,1,55,3,1,3
S2865,Student_2865,1,81,0,0,1
S2866,Student_2866,1,75,2,0,0
S2867,Student_2867,0,69,1,1,0
S2868,Student_2868,3,57,1,2,2
S2869,Student_2869,2,41,0,0,1
S2870,Student_2870,1,88,0,1,1
S2871,Student_2871,0,52,0,1,2
S2872,Student_2872,2,43,3,0,3
S2873,Student_2873,3,65,0,2,3
S2874,Student_2874,3,64,0,1,0
S2875,Student_2875,2,69,3,0,1
S2876,Student_2876,1,50,1,0,3
S2877,Student_2877,2,46,2,1,2
S2878,Student_2878,3,70,1,2,0
S2879,Student_2879,0,83,3,1,2
S2880,Student_2880,2,49,3,0,2
S2881,Student_2881,3,78,1,0,2
S2882,Student_2882,0,52,3,0,1
S2883,Student_2883,2,70,3,0,1
S2884,Student_2884,1,46,2,0,3
S2885,Student_2885,2,95,0,2,0
S2886,Student_2886,3,88,3,0,1
S2887,Student_2887,2,81,0,0,0
S2888,Student_2888,2,81,2,1,3
S2889,Student_2889,2,95,1,2,1
S2890,Student_2890,2,75,0,1,0
S2891,Student_2891,1,59,0,2,2
S2892,Student_2892,2,43,3,1,0
S2893,Student_2893,1,93,1,1,0
S2894,Student_2894,3,46,0,2,2
S2895,Student_2895,1,93,3,0,0
S2896,Student_2896,1,40,0,1,1
S2897,Student_2897,1,83,0,2,0
S2898,Student_2898,1,95,2,2,3
S2899,Student_2899,2,84,3,0,3
S2900,Student_2900,0,81,1,1,0
S2901,Student_2901,1,86,3,0,3
S2902,Student_2902,1,98,2,1,0
S2903,Student_2903,3,52,0,1,1
S2904,Student_2904,0,94,0,0,0
S2905,Student_2905,3,61,2,0,0
S2906,Student_2906,2,93,1,2,2
S2907,Student_2907,1,60,3,0,2
S2908,Student_2908,2,61,3,2,0
S2909,Student_2909,1,67,2,2,0
S2910,Student_2910,1,48,1,2,0
S2911,Student_2911,1,65,2,1,2
S2912,Student_2912,1,48,2,1,3
S2913,Student_2913,1,54,3,1,2
S2914,Student_2914,0,49,3,0,2
S2915,Student_2915,0,63,2,2,0
S2916,Student_2916,2,97,0,2,1
S2917,Student_2917,0,96,2,0,2
S2918,Student_2918,3,81,2,1,1
S2919,Student_2919,1,47,3,2,3
S2920,Student_2920,3,63,3,0,3
S2921,Student_2921,0,55,3,1,1
S2922,Student_2922,0,88,2,0,3
S2923,Student_2923,3,65,1,2,3
S2924,Student_2924,3,66,0,0,3
S2925,Student_2925,1,76,1,2,3
S2926,Student_2926,3,43,0,0,1
S2927,Student_2927,1,89,1,2,3
S2928,Student_2928,0,63,2,2,1
S2929,Student_2929,1,58,3,2,0
S2930,Student_2930,0,75,2,1,0
S2931,Student_2931,2,99,0,0,0
S2932,Student_2932,0,78,2,2,1
S2933,Student_2933,1,49,3,1,2
S2934,Student_2934,3,64,0,2,1
S2935,Student_2935,0,57,3,2,1
S2936,Student_2936,2,58,2,1,1
S2937,Student_2937,0,75,2,2,3
S2938,Student_2938,2,49,1,1,3
S2939,Student_2939,1,72,1,2,2
S2940,Student_2940,2,94,0,0,2
S2941,Student_2941,3,89,0,2,1
S2942,Student_2942,1,44,0,1,0
S2943,Student_2943,3,86,1,0,1
S2944,Student_2944,1,88,3,0,0
S2945,Student_2945,0,74,0,2,1
S2946,Student_2946,3,83,3,2,1
S2947,Student_2947,1,73,0,0,3
S2948,Student_2948,0,72,0,2,0
S2949,Student_2949,1,94,1,0,3
S2950,Student_2950,1,60,2,0,2
S2951,Student_2951,3,56,2,2,2
S2952,Student_2952,2,61,3,0,1
S2953,Student_2953,3,87,3,0,3
S2954,Student_2954,0,76,0,1,1
S2955,Student_2955,3,54,3,1,2
S2956,Student_2956,2,74,3,2,0
S2957,Student_2957,3,67,3,0,1
S2958,Student_2958,1,46,0,2,1
S2959,Student_2959,0,71,3,0,1
S2960,Student_2960,1,50,2,0,2
S2961,Student_2961,1,49,1,2,2
S2962,Student_2962,3,48,0,1,2
S2963,Student_2963,2,53,0,2,2
S2964,Student_2964,1,52,1,0,2
S2965,Student_2965,0,96,2,0,0
S2966,Student_2966,0,64,1,2,0
S2967,Student_2967,1,41,1,2,1
S2968,Student_2968,3,74,0,0,3
S2969,Student_2969,0,46,0,1,1
S2970,Student_2970,3,60,3,1,0
S2971,Student_2971,1,57,1,0,0
S2972,Student_2972,3,42,1,1,2
S2973,Student_2973,2,81,3,0,0
S2974,Student_2974,3,93,3,2,3
S2975,Student_2975,3,78,1,2,2
S2976,Student_2976,3,80,2,1,3
S2977,Student_2977,1,88,1,2,3
S2978,Student_2978,0,50,3,2,0
S2979,Student_2979,0,78,3,1,1
S2980,Student_2980,2,63,0,1,1
S2981,Student_2981,2,99,1,2,0
S2982,Student_2982,3,85,3,1,3
S2983,Student_2983,0,58,3,1,3
S2984,Student_2984,3,43,1,1,2
S2985,Student_2985,3,65,3,0,2
S2986,Student_2986,2,77,0,2,1
S2987,Student_2987,0,81,3,0,0
S2988,Student_2988,2,71,3,2,3
S2989,Student_2989,3,78,0,1,1
S2990,Student_2990,3,84,1,1,1
S2991,Student_2991,0,85,1,0,3
S2992,Student_2992,0,75,2,2,1
S2993,Student_2993,1,79,0,1,3
S2994,Student_2994,1,76,0,0,1
S2995,Student_2995,0,72,0,0,0
S2996,Student_2996,3,75,3,0,1
S2997,Student_2997,3,42,3,1,0
S2998,Student_2998,0,48,2,0,0
S2999,Student_2999,1,47,2,1,2
S3000,Student_3000,2,72,2,2,0
S3001,Student_3001,3,98,3,1,1
S3002,Student_3002,1,45,3,0,2
S3003,Student_3003,0,80,2,0,2
S3004,Student_3004,3,78,0,0,1
S3005,Student_3005,3,43,0,1,0
S3006,Student_3006,3,52,0,0,3
S3007,Student_3007,1,88,3,0,3
S3008,Student_3008,3,99,2,0,0
S3009,Student_3009,2,41,1,0,2
S3010,Student_3010,2,99,1,1,3
S3011,Student_3011,2,44,1,0,0
S3012,Student_3012,3,83,1,0,1
S3013,Student_3013,2,66,3,2,3
S3014,Student_3014,3,71,2,0,1
S3015,Student_3015,2,60,2,1,0
S3016,Student_3016,3,47,0,1,1
S3017,Student_3017,0,77,0,2,3
S3018,Student_3018,0,47,3,1,0
S3019,Student_3019,3,89,3,1,2
S3020,Student_3020,2,42,2,0,0
S3021,Student_3021,2,93,3,1,3
S3022,Student_3022,2,83,1,2,3
S3023,Student_3023,1,97,2,0,2
S3024,Student_3024,1,42,3,0,0
S3025,Student_3025,1,61,3,2,2
S3026,Student_3026,3,45,0,2,1
S3027,Student_3027,0,41,1,0,0
S3028,Student_3028,3,62,1,0,3
S3029,Student_3029,3,83,2,1,1
S3030,Student_3030,0,41,3,1,2
S3031,Student_3031,1,77,3,0,3
S3032,Student_3032,2,56,3,2,2
S3033,Student_3033,3,74,2,2,1
S3034,Student_3034,3,73,0,2,0
S3035,Student_3035,0,62,2,2,3
S3036,Student_3036,0,69,2,2,3
S3037,Student_3037,0,91,0,1,0
S3038,Student_3038,2,47,2,2,1
S3039,Student_3039,0,61,0,2,1
S3040,Student_3040,3,83,0,2,3
S3041,Student_3041,3,97,1,2,1
S3042,Student_3042,0,75,2,2,1
S3043,Student_3043,3,44,3,2,2
S3044,Student_3044,2,52,2,2,0
S3045,Student_3045,2,68,3,0,1
S3046,Student_3046,1,70,3,1,3
S3047,Student_3047,0,86,2,2,2
S3048,Student_3048,3,96,1,1,2
S3049,Student_3049,3,94,2,2,1
S3050,Student_3050,1,55,1,2,2
S3051,Student_3051,0,81,3,1,1
S3052,Student_3052,2,69,3,1,0
S3053,Student_3053,3,96,0,1,2
S3054,Student_3054,0,94,3,2,2
S3055,Student_3055,3,55,3,2,1
S3056,Student_3056,2,51,2,1,1
S3057,Student_3057,3,56,0,2,1
S3058,Student_3058,2,55,1,0,2
S3059,Student_3059,0,51,3,2,1
S3060,Student_3060,3,47,1,2,0
S3061,Student_3061,0,59,2,1,0
S3062,Student_3062,1,42,1,2,1
S3063,Student_3063,2,55,2,2,3
S3064,Student_3064,0,69,2,1,1
S3065,Student_3065,2,84,0,1,1
S3066,Student_3066,3,62,1,2,0
S3067,Student_3067,0,67,3,0,3
S3068,Student_3068,2,90,0,1,2
S3069,Student_3069,0,79,3,1,3
S3070,Student_3070,2,93,3,1,1
S3071,Student_3071,0,44,1,1,1
S3072,Student_3072,3,59,1,0,2
S3073,Student_3073,3,79,2,2,0
S3074,Student_3074,0,95,1,1,3
S3075,Student_3075,3,83,2,0,0
S3076,Student_3076,2,40,1,0,2
S3077,Student_3077,0,96,3,2,1
S3078,Student_3078,0,69,0,1,0
S3079,Student_3079,0,60,3,1,0
S3080,Student_3080,0,59,2,2,2
S3081,Student_3081,1,45,3,0,0
S3082,Student_3082,3,61,0,2,1
S3083,Student_3083,1,57,3,0,3
S3084,Student_3084,0,47,3,0,0
S3085,Student_3085,3,78,3,2,2
S3086,Student_3086,0,71,3,1,2
S3087,Student_3087,0,72,1,2,2
S3088,Student_3088,0,92,3,0,2
S3089,Student_3089,0,55,0,0,0
S3090,Student_3090,3,51,1,0,3
S3091,Student_3091,3,77,1,0,2
S3092,Student_3092,0,91,2,2,0
S3093,Student_3093,3,73,1,0,0
S3094,Student_3094,0,53,2,1,3
S3095,Student_3095,0,75,3,2,0
S3096,Student_3096,3,72,3,2,3
S3097,Student_3097,2,62,3,0,1
